GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
JaCoCo Ant Example,org.apache.cassandra.db.lifecycle,LogTransaction.Obsoletion,0,9,0,0,0,4,0,1,0,1
JaCoCo Ant Example,org.apache.cassandra.thrift,THsHaDisruptorServer.Factory,107,0,2,0,21,0,3,0,2,0
JaCoCo Ant Example,org.apache.cassandra.thrift,CustomTThreadPoolServer,117,0,10,0,35,0,9,0,4,0
JaCoCo Ant Example,org.apache.cassandra.thrift,CassandraServer,5275,0,455,0,1144,0,326,0,97,0
JaCoCo Ant Example,org.apache.cassandra.thrift,ThriftServer,64,20,5,1,16,8,8,3,5,3
JaCoCo Ant Example,org.apache.cassandra.thrift,ThriftConversion,1578,0,230,0,325,0,162,0,35,0
JaCoCo Ant Example,org.apache.cassandra.thrift,ThriftSessionManager,98,0,16,0,22,0,14,0,6,0
JaCoCo Ant Example,org.apache.cassandra.thrift,CustomTThreadPoolServer.Factory,162,0,4,0,30,0,4,0,2,0
JaCoCo Ant Example,org.apache.cassandra.thrift,ThriftClientState,23,0,2,0,7,0,4,0,3,0
JaCoCo Ant Example,org.apache.cassandra.thrift,TServerFactory.Args,3,0,0,0,1,0,1,0,1,0
JaCoCo Ant Example,org.apache.cassandra.thrift,ThriftResultsMerger.PartitionMerger,218,0,44,0,48,0,31,0,9,0
JaCoCo Ant Example,org.apache.cassandra.thrift,CustomTNonBlockingServer.CustomFrameBuffer,13,0,0,0,4,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.thrift,TCustomSocket,246,0,16,0,72,0,18,0,10,0
JaCoCo Ant Example,org.apache.cassandra.thrift,ThriftResultsMerger.SuperColumnsPartitionMerger,206,0,28,0,36,0,19,0,5,0
JaCoCo Ant Example,org.apache.cassandra.thrift,THsHaDisruptorServer,35,0,0,0,10,0,4,0,4,0
JaCoCo Ant Example,org.apache.cassandra.thrift,SSLTransportFactory,133,0,14,0,22,0,12,0,5,0
JaCoCo Ant Example,org.apache.cassandra.thrift,ThriftValidation,1544,49,248,10,272,15,152,5,24,4
JaCoCo Ant Example,org.apache.cassandra.thrift,TCustomNonblockingServerSocket,71,0,8,0,25,0,7,0,3,0
JaCoCo Ant Example,org.apache.cassandra.thrift,TFramedTransportFactory,42,0,2,0,10,0,5,0,4,0
JaCoCo Ant Example,org.apache.cassandra.thrift,ThriftServer.ThriftServerThread,71,0,0,0,20,0,3,0,3,0
JaCoCo Ant Example,org.apache.cassandra.thrift,CustomTNonBlockingServer,19,0,0,0,6,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.thrift,CassandraServer.new Callable() {...},10,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.thrift,ThriftResultsMerger.SuperColumnsPartitionMerger.new AbstractIterator() {...},28,0,4,0,6,0,4,0,2,0
JaCoCo Ant Example,org.apache.cassandra.thrift,ThriftResultsMerger,73,0,12,0,12,0,10,0,4,0
JaCoCo Ant Example,org.apache.cassandra.thrift,TCustomServerSocket,176,0,10,0,60,0,12,0,7,0
JaCoCo Ant Example,org.apache.cassandra.thrift,CustomTThreadPoolServer.WorkerProcess,113,0,6,0,28,0,5,0,2,0
JaCoCo Ant Example,org.apache.cassandra.thrift,TServerCustomFactory,133,0,12,0,21,0,9,0,3,0
JaCoCo Ant Example,org.apache.cassandra.thrift,ThriftServer.ThriftServerType,3,0,0,0,1,0,1,0,1,0
JaCoCo Ant Example,org.apache.cassandra.thrift,CustomTNonBlockingServer.Factory,77,0,2,0,14,0,3,0,2,0
JaCoCo Ant Example,org.apache.cassandra.thrift,CassandraServer.ThriftCASRequest,239,0,28,0,53,0,19,0,5,0
JaCoCo Ant Example,org.apache.cassandra.index.sasi.conf.view,RangeTermTree.Builder,44,0,0,0,7,0,3,0,3,0
JaCoCo Ant Example,org.apache.cassandra.index.sasi.conf.view,PrefixTermTree.ByteBufferKeyAnalyzer,147,0,26,0,31,0,21,0,8,0
JaCoCo Ant Example,org.apache.cassandra.index.sasi.conf.view,TermTree.Builder,49,0,8,0,8,0,6,0,2,0
JaCoCo Ant Example,org.apache.cassandra.index.sasi.conf.view,View.Key,17,0,0,0,5,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.index.sasi.conf.view,PrefixTermTree,52,0,6,0,9,0,5,0,2,0
JaCoCo Ant Example,org.apache.cassandra.index.sasi.conf.view,RangeTermTree.Term,17,0,0,0,5,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.index.sasi.conf.view,RangeTermTree,61,0,4,0,10,0,5,0,3,0
JaCoCo Ant Example,org.apache.cassandra.index.sasi.conf.view,PrefixTermTree.Builder,68,0,2,0,13,0,5,0,4,0
JaCoCo Ant Example,org.apache.cassandra.index.sasi.conf.view,View,194,0,14,0,32,0,13,0,6,0
JaCoCo Ant Example,org.apache.cassandra.db.partitions,PartitionUpdate.PartitionUpdateSerializer,235,37,40,4,37,7,27,3,5,3
JaCoCo Ant Example,org.apache.cassandra.db.partitions,PartitionIterators.new Transformation() {...},11,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.db.partitions,AbstractBTreePartition,258,252,37,13,39,47,29,22,6,20
JaCoCo Ant Example,org.apache.cassandra.db.partitions,AtomicBTreePartition.RowUpdater,8,182,2,12,1,41,2,13,0,8
JaCoCo Ant Example,org.apache.cassandra.db.partitions,PartitionUpdate,791,228,82,14,131,60,70,20,24,18
JaCoCo Ant Example,org.apache.cassandra.db.partitions,PartitionIterators,61,9,7,1,15,2,8,1,4,1
JaCoCo Ant Example,org.apache.cassandra.db.partitions,AbstractUnfilteredPartitionIterator,4,4,0,0,1,2,1,2,1,2
JaCoCo Ant Example,org.apache.cassandra.db.partitions,AbstractBTreePartition.new SearchIterator() {...},19,77,6,4,4,11,4,3,0,2
JaCoCo Ant Example,org.apache.cassandra.db.partitions,UnfilteredPartitionIterators.new MorePartitions() {...},0,29,0,2,0,5,0,3,0,2
JaCoCo Ant Example,org.apache.cassandra.db.partitions,UnfilteredPartitionIterators.Serializer.new AbstractUnfilteredPartitionIterator() {...},27,85,5,7,7,17,4,8,0,6
JaCoCo Ant Example,org.apache.cassandra.db.partitions,CachedPartition,5,0,0,0,1,0,1,0,1,0
JaCoCo Ant Example,org.apache.cassandra.db.partitions,UnfilteredPartitionIterators.new AbstractUnfilteredPartitionIterator() {...},3,34,0,0,1,7,1,5,1,5
JaCoCo Ant Example,org.apache.cassandra.db.partitions,UnfilteredPartitionIterators.new MergeIterator.Reducer() {...},12,85,1,5,1,14,1,6,0,4
JaCoCo Ant Example,org.apache.cassandra.db.partitions,UnfilteredPartitionIterators.new AbstractUnfilteredPartitionIterator() {...},0,31,0,0,0,7,0,6,0,6
JaCoCo Ant Example,org.apache.cassandra.db.partitions,UnfilteredPartitionIterators.new MergeIterator.Reducer() {...},0,38,0,0,0,7,0,4,0,4
JaCoCo Ant Example,org.apache.cassandra.db.partitions,AbstractBTreePartition.Holder,2,20,1,1,0,7,1,1,0,1
JaCoCo Ant Example,org.apache.cassandra.db.partitions,FilteredPartition,26,0,0,0,5,0,3,0,3,0
JaCoCo Ant Example,org.apache.cassandra.db.partitions,UnfilteredPartitionIterators.Serializer,10,60,5,7,0,13,5,5,0,4
JaCoCo Ant Example,org.apache.cassandra.db.partitions,UnfilteredPartitionIterators.new Transformation() {...},16,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.db.partitions,PartitionIterators.new Transformation() {...},30,0,6,0,5,0,6,0,3,0
JaCoCo Ant Example,org.apache.cassandra.db.partitions,CachedBTreePartition,116,0,12,0,34,0,13,0,7,0
JaCoCo Ant Example,org.apache.cassandra.db.partitions,ImmutableBTreePartition,24,30,0,0,5,7,3,5,3,5
JaCoCo Ant Example,org.apache.cassandra.db.partitions,AtomicBTreePartition,66,326,17,29,14,66,20,21,4,14
JaCoCo Ant Example,org.apache.cassandra.db.partitions,PartitionIterators.new MorePartitions() {...},29,0,2,0,5,0,3,0,2,0
JaCoCo Ant Example,org.apache.cassandra.db.partitions,UnfilteredPartitionIterators,61,125,11,11,12,21,12,9,3,7
JaCoCo Ant Example,org.apache.cassandra.db.partitions,UnfilteredPartitionIterators.3.new LazilyInitializedUnfilteredRowIterator() {...},0,15,0,0,0,2,0,2,0,2
JaCoCo Ant Example,org.apache.cassandra.db.partitions,UnfilteredPartitionIterators.new Transformation() {...},30,0,6,0,5,0,6,0,3,0
JaCoCo Ant Example,org.apache.cassandra.db.partitions,PurgeFunction,59,94,16,8,13,24,11,11,1,9
JaCoCo Ant Example,org.apache.cassandra.db.partitions,PartitionUpdate.CounterMark,69,0,8,0,15,0,11,0,7,0
JaCoCo Ant Example,org.apache.cassandra.db.partitions,SingletonUnfilteredPartitionIterator,11,36,2,4,3,12,3,7,1,6
JaCoCo Ant Example,org.apache.cassandra.db.partitions,AbstractBTreePartition.AbstractIterator,25,0,0,0,8,0,1,0,1,0
JaCoCo Ant Example,org.apache.cassandra.db.partitions,PartitionIterators.SingletonPartitionIterator,23,0,2,0,9,0,4,0,3,0
JaCoCo Ant Example,org.apache.cassandra.db.partitions,FilteredPartition.new RowIterator() {...},49,0,4,0,10,0,12,0,10,0
JaCoCo Ant Example,org.apache.cassandra.db.partitions,AbstractBTreePartition.SlicesIterator,78,0,8,0,13,0,6,0,2,0
JaCoCo Ant Example,org.apache.cassandra.db.partitions,CachedBTreePartition.Serializer,192,0,16,0,36,0,13,0,5,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,AlterRoleStatement,142,0,22,0,29,0,15,0,4,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,ListRolesStatement,242,0,18,0,41,0,17,0,8,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,CreateIndexStatement,633,0,90,0,110,0,56,0,11,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,SchemaAlteringStatement,144,7,22,0,28,3,18,1,7,1
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,DropRoleStatement,104,0,18,0,23,0,13,0,4,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,CQL3CasRequest.ExistCondition,13,0,2,0,3,0,3,0,2,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,TableAttributes,283,126,30,18,56,31,30,8,7,7
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,CQL3CasRequest.RowCondition,6,0,0,0,3,0,1,0,1,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,AlterTableStatement.Type,64,0,0,0,2,0,1,0,1,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,CreateTypeStatement,290,0,32,0,50,0,27,0,11,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,SelectStatement,486,831,97,77,87,185,79,56,11,35
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,StatementType,18,62,6,2,3,10,7,6,3,6
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,SelectStatement.RawStatement,456,232,76,16,79,44,49,14,6,11
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,KeyspaceAttributes,104,0,6,0,22,0,11,0,8,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,CQL3CasRequest,431,0,64,0,74,0,47,0,15,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,BatchStatement.MultiTableColumnsBuilder,60,0,4,0,12,0,5,0,3,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,CreateTriggerStatement,121,0,6,0,26,0,8,0,5,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,IndexPropDefs,113,0,18,0,22,0,14,0,5,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,UseStatement,34,0,0,0,11,0,7,0,7,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,IndexTarget.Type,113,0,16,0,20,0,13,0,3,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,DeleteStatement.Parsed,29,91,6,4,4,17,4,3,0,2
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,CQL3CasRequest.RowUpdate,57,0,2,0,10,0,3,0,2,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,ParsedStatement,6,13,0,0,3,4,2,3,2,3
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,CQL3CasRequest.RangeDeletion,57,0,2,0,10,0,3,0,2,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,SelectStatement.CompositeComparator,50,0,4,0,11,0,4,0,2,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,ModificationStatement.Parsed,110,114,23,7,18,24,15,8,1,7
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,DropTableStatement,139,0,18,0,36,0,13,0,4,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,UpdateStatement,60,63,11,7,9,14,10,4,2,3
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,CreateTableStatement.RawStatement,390,397,59,53,48,77,44,20,1,7
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,DropKeyspaceStatement,41,0,2,0,15,0,6,0,5,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,DropIndexStatement,136,0,12,0,30,0,14,0,8,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,CFProperties,27,24,4,0,5,8,4,3,2,3
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,UpdatesCollector,46,169,11,15,5,33,9,11,0,7
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,CreateViewStatement,860,0,110,0,163,0,63,0,8,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,BatchStatement.Parsed,134,0,16,0,28,0,11,0,3,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,ParsedStatement.Prepared,0,28,0,0,0,10,0,3,0,3
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,AlterViewStatement,108,0,10,0,24,0,10,0,5,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,CQL3CasRequest.ColumnsConditions,60,0,6,0,14,0,6,0,3,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,RequestValidations,53,50,10,6,11,14,12,7,4,7
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,TruncateStatement,73,0,2,0,22,0,8,0,7,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,AlterTypeStatement.Renames,87,0,4,0,17,0,4,0,2,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,DropTypeStatement,284,0,34,0,42,0,23,0,6,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,UpdateStatement.ParsedInsert,23,152,8,10,3,27,7,4,0,2
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,AlterTableStatement,714,0,102,0,147,0,61,0,7,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,GrantPermissionsStatement,18,0,0,0,4,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,AlterTypeStatement,557,0,84,0,101,0,59,0,17,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,CreateRoleStatement,121,0,18,0,29,0,14,0,5,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,DeleteStatement,74,71,14,10,14,15,11,4,1,2
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,DropFunctionStatement,328,0,46,0,64,0,31,0,8,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,SelectStatement.SingleColumnComparator,25,0,0,0,5,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,UpdateStatement.ParsedInsertJson,146,0,14,0,28,0,9,0,2,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,SelectStatement.Parameters,0,18,0,0,0,7,0,1,0,1
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,PropertyDefinitions,201,39,24,2,38,10,21,5,8,5
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,SelectStatement.Pager,29,0,0,0,7,0,5,0,5,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,BatchStatement.Type,34,0,0,0,2,0,1,0,1,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,ListUsersStatement,69,0,4,0,12,0,5,0,3,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,AlterTableStatementColumn,50,0,6,0,14,0,10,0,7,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,UpdateStatement.ParsedUpdate,109,0,6,0,18,0,5,0,2,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,CreateFunctionStatement,408,0,42,0,66,0,29,0,8,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,CreateTableStatement,63,208,5,25,18,34,9,16,5,5
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,CreateKeyspaceStatement,161,0,10,0,40,0,12,0,7,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,DropAggregateStatement,288,0,42,0,51,0,27,0,6,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,CreateAggregateStatement,711,0,74,0,110,0,48,0,11,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,RoleManagementStatement,61,0,4,0,12,0,5,0,3,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,AuthenticationStatement,40,0,0,0,11,0,6,0,6,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,SelectStatement.ColumnComparator,17,0,6,0,3,0,4,0,1,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,ListPermissionsStatement,254,0,20,0,42,0,17,0,7,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,PermissionsManagementStatement,104,0,10,0,20,0,8,0,3,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,CFStatement,13,41,5,5,1,12,5,6,0,6
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,AlterKeyspaceStatement,128,0,14,0,27,0,12,0,5,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,CQL3CasRequest.NotExistCondition,13,0,2,0,3,0,3,0,2,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,GrantRoleStatement,15,0,0,0,4,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,SelectStatement.Pager.InternalPager,14,0,0,0,4,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,SelectStatement.Pager.NormalPager,20,0,0,0,5,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,IndexTarget.Raw,64,0,4,0,12,0,9,0,7,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,RevokeRoleStatement,15,0,0,0,4,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,IndexTarget,52,0,4,0,9,0,5,0,3,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,ModificationStatement,897,509,111,39,153,117,86,42,17,36
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,StatementType.new StatementType() {...},0,6,0,0,0,1,0,1,0,1
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,StatementType.new StatementType() {...},2,10,0,0,1,3,1,3,1,3
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,StatementType.new StatementType() {...},0,8,0,0,0,2,0,2,0,2
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,StatementType.new StatementType() {...},2,6,0,0,1,1,1,1,1,1
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,DropViewStatement,48,0,4,0,14,0,6,0,4,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,AlterTypeStatement.Add,115,0,4,0,16,0,4,0,2,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,RevokePermissionsStatement,18,0,0,0,4,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,DropTriggerStatement,85,0,4,0,19,0,7,0,5,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,Bound,22,41,6,2,3,6,6,4,3,3
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,AuthorizationStatement,40,0,6,0,10,0,9,0,6,0
JaCoCo Ant Example,org.apache.cassandra.cql3.statements,BatchStatement,1207,0,144,0,214,0,96,0,24,0
JaCoCo Ant Example,org.apache.cassandra.cache,SerializingCache.new Weigher() {...},28,0,6,0,4,0,6,0,3,0
JaCoCo Ant Example,org.apache.cassandra.cache,SerializingCache.new EvictionListener() {...},9,0,0,0,3,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.cache,ChunkCache.CachingRebufferer,54,71,4,4,8,18,7,8,3,8
JaCoCo Ant Example,org.apache.cassandra.cache,SerializingCache,299,0,28,0,95,0,34,0,20,0
JaCoCo Ant Example,org.apache.cassandra.cache,OHCProvider.KeySerializer,98,0,0,0,23,0,4,0,4,0
JaCoCo Ant Example,org.apache.cassandra.cache,CacheKey,0,6,0,0,0,3,0,1,0,1
JaCoCo Ant Example,org.apache.cassandra.cache,ChunkCache.Key,5,75,5,5,2,17,5,3,0,3
JaCoCo Ant Example,org.apache.cassandra.cache,ConcurrentLinkedHashCache.new EntryWeigher() {...},7,24,3,3,0,4,3,3,0,3
JaCoCo Ant Example,org.apache.cassandra.cache,NopCacheProvider,0,8,0,0,0,2,0,2,0,2
JaCoCo Ant Example,org.apache.cassandra.cache,AutoSavingCache,229,101,29,5,49,27,19,8,3,7
JaCoCo Ant Example,org.apache.cassandra.cache,InstrumentingCache,48,61,0,2,11,18,8,9,8,8
JaCoCo Ant Example,org.apache.cassandra.cache,SerializingCacheProvider.RowCacheSerializer,81,0,12,0,17,0,11,0,5,0
JaCoCo Ant Example,org.apache.cassandra.cache,RowCacheKey,119,0,18,0,20,0,17,0,8,0
JaCoCo Ant Example,org.apache.cassandra.cache,CounterCacheKey,177,0,18,0,30,0,17,0,8,0
JaCoCo Ant Example,org.apache.cassandra.cache,ChunkCache.Buffer,8,58,5,7,1,16,5,7,0,6
JaCoCo Ant Example,org.apache.cassandra.cache,RowCacheSentinel,46,0,4,0,11,0,7,0,5,0
JaCoCo Ant Example,org.apache.cassandra.cache,OHCProvider.OHCacheAdapter,72,0,0,0,20,0,14,0,14,0
JaCoCo Ant Example,org.apache.cassandra.cache,OHCProvider,25,0,0,0,7,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.cache,ChunkCache,78,126,9,5,18,27,15,9,8,9
JaCoCo Ant Example,org.apache.cassandra.cache,NopCacheProvider.NopCache,18,4,0,0,11,2,11,2,11,2
JaCoCo Ant Example,org.apache.cassandra.cache,AutoSavingCache.Writer,382,0,44,0,79,0,30,0,8,0
JaCoCo Ant Example,org.apache.cassandra.cache,KeyCacheKey,28,92,9,9,1,16,10,5,1,5
JaCoCo Ant Example,org.apache.cassandra.cache,RefCountedMemory,61,0,6,0,19,0,10,0,7,0
JaCoCo Ant Example,org.apache.cassandra.cache,OHCProvider.ValueSerializer,107,0,12,0,25,0,10,0,4,0
JaCoCo Ant Example,org.apache.cassandra.cache,AutoSavingCache.new Runnable() {...},7,9,0,0,2,1,1,1,1,1
JaCoCo Ant Example,org.apache.cassandra.cache,AutoSavingCache.new AutoSavingCache.IStreamFactory() {...},13,15,0,0,2,5,2,1,2,1
JaCoCo Ant Example,org.apache.cassandra.cache,AutoSavingCache.new Runnable() {...},0,48,0,2,0,7,0,3,0,2
JaCoCo Ant Example,org.apache.cassandra.cache,AutoSavingCache.new Callable() {...},0,11,0,0,0,2,0,2,0,2
JaCoCo Ant Example,org.apache.cassandra.cache,ConcurrentLinkedHashCache,45,60,2,0,10,18,9,9,8,9
JaCoCo Ant Example,org.apache.cassandra.cache,SerializingCacheProvider,13,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.net,MessageOut,123,186,14,8,19,44,11,12,2,10
JaCoCo Ant Example,org.apache.cassandra.net,RateBasedBackPressureState,85,40,2,0,19,7,9,1,8,1
JaCoCo Ant Example,org.apache.cassandra.net,IAsyncCallback,0,7,0,0,0,2,0,2,0,2
JaCoCo Ant Example,org.apache.cassandra.net,OutboundTcpConnectionPool,204,166,30,9,42,35,25,12,6,10
JaCoCo Ant Example,org.apache.cassandra.net,RateBasedBackPressure.IntervalRateLimiter,8,0,0,0,3,0,1,0,1,0
JaCoCo Ant Example,org.apache.cassandra.net,MessagingService.5.new Runnable() {...},19,0,0,0,3,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.net,OutboundTcpConnection.QueuedMessage,7,36,1,3,2,8,3,3,2,2
JaCoCo Ant Example,org.apache.cassandra.net,MessageDeliveryTask,88,70,9,9,25,19,8,5,1,3
JaCoCo Ant Example,org.apache.cassandra.net,MessagingService.MSHandle,0,7,0,0,0,1,0,1,0,1
JaCoCo Ant Example,org.apache.cassandra.net,WriteCallbackInfo,91,0,28,0,11,0,20,0,6,0
JaCoCo Ant Example,org.apache.cassandra.net,MessagingService.Verb.new MessagingService.Verb() {...},2,6,0,0,1,1,1,1,1,1
JaCoCo Ant Example,org.apache.cassandra.net,MessagingService.Verb.new MessagingService.Verb() {...},2,6,0,0,1,1,1,1,1,1
JaCoCo Ant Example,org.apache.cassandra.net,MessagingService.Verb.new MessagingService.Verb() {...},0,8,0,0,0,2,0,2,0,2
JaCoCo Ant Example,org.apache.cassandra.net,MessagingService.Verb.new MessagingService.Verb() {...},2,6,0,0,1,1,1,1,1,1
JaCoCo Ant Example,org.apache.cassandra.net,MessagingService.Verb.new MessagingService.Verb() {...},2,6,0,0,1,1,1,1,1,1
JaCoCo Ant Example,org.apache.cassandra.net,MessagingService.Verb.new MessagingService.Verb() {...},0,8,0,0,0,2,0,2,0,2
JaCoCo Ant Example,org.apache.cassandra.net,MessagingService.Verb.new MessagingService.Verb() {...},2,6,0,0,1,1,1,1,1,1
JaCoCo Ant Example,org.apache.cassandra.net,MessagingService.Verb.new MessagingService.Verb() {...},2,6,0,0,1,1,1,1,1,1
JaCoCo Ant Example,org.apache.cassandra.net,MessagingService.Verb.new MessagingService.Verb() {...},0,8,0,0,0,2,0,2,0,2
